difficulty_result,seq_length_train,batch_train,num_layers_train,onset_weight_train,maxpool_timescale_train,precision_micro,recall_micro,f1_micro,precision_chart,recall_chart,f1_chart,difficulty_mode
expertplus,20480,32,2,64,960,0.8617363344051450,0.7797029702970300,0.7959442332065910,0.8819165102350940,0.7868032278088140,0.7969554974499700,expert
all_diff,20480,32,2,64,960,0.9164332399626520,0.8014124293785310,0.7912087912087910,0.9238060866268550,0.810675252960452,0.7999904187388730,all_diff
easy,20480,32,2,64,448,0.9389140271493210,0.8723404255319150,0.8625525946704070,0.9411245774345330,0.873538112840459,0.8624187268739730,beginner
hard,20480,32,2,64,448,0.92809364548495,0.7790368271954670,0.7822349570200570,0.9261119023951230,0.7800873918020070,0.784644989743854,intermediate
expert,20480,32,2,64,448,0.8944723618090450,0.8243440233236150,0.7829754601226990,0.9009696889314800,0.8227437236298350,0.7834433766696740,advanced
expertplus,20480,32,2,64,448,0.88,0.7747524752475250,0.7944162436548220,0.8996212121212120,0.7772191185599010,0.795659871384311,expert
all_diff,20480,32,2,64,448,0.9117929050814960,0.807909604519774,0.7989373601789710,0.9212907534954310,0.8142860279587660,0.8082772139960520,all_diff
easy,20480,32,2,64,192,0.9369202226345080,0.8567375886524820,0.8632040965618140,0.9406052841431400,0.8579071503484560,0.8619382041916560,beginner
hard,20480,32,2,64,192,0.9529411764705880,0.8007554296506140,0.7928205128205130,0.9483493297194220,0.8018408884883740,0.7928479309880240,intermediate
expert,20480,32,2,64,192,0.9131614654002710,0.8097667638483970,0.7881597717546360,0.9092463700587340,0.8094083007370050,0.7909172351916950,advanced
expertplus,20480,32,2,64,192,0.8858447488584470,0.7821782178217820,0.7949044585987260,0.8986977321048900,0.7844568590937310,0.797545768635082,expert
all_diff,20480,32,2,64,192,0.9253976961053210,0.8132768361581920,0.7990459153249850,0.9293779411467440,0.8206399098101810,0.8078315172292520,all_diff
easy,20480,32,2,64,256,0.9186046511627910,0.8652482269503550,0.8602620087336250,0.9222922366316250,0.865786785235439,0.8583442437362430,beginner
hard,20480,32,2,64,256,0.911301859799714,0.7762039660056660,0.7778925619834710,0.9156999004429460,0.7766361863522150,0.7765620595163670,intermediate
expert,20480,32,2,64,256,0.8745136186770430,0.8170553935860060,0.7778592375366570,0.8823767148903280,0.8140126338794420,0.7791843240886050,advanced
expertplus,20480,32,2,64,256,0.8515151515151520,0.7673267326732670,0.7877237851662400,0.8710621689434070,0.7676970825574180,0.7894688209514760,expert
all_diff,20480,32,2,64,256,0.8866322008862630,0.8067796610169490,0.7922760187420130,0.8988989108636210,0.8133470107755530,0.8021711181522300,all_diff
easy,20480,32,2,64,4032,0.9428571428571430,0.8836879432624110,0.859714928732183,0.9480000058447000,0.8848580234173720,0.8583664076765420,beginner
hard,20480,32,2,64,4032,0.9574155653450810,0.7790368271954670,0.7809430255402750,0.9605775062501910,0.7801637954107920,0.7824516944912170,intermediate
expert,20480,32,2,64,4032,0.9094972067039110,0.8199708454810500,0.7807486631016040,0.9151250722952150,0.8191368662654410,0.7822757105092400,advanced
expertplus,20480,32,2,64,4032,0.8780487804878050,0.7920792079207920,0.8060453400503780,0.892094017094017,0.7933457479826200,0.8100689753253220,expert
all_diff,20480,32,2,64,4032,0.927791771620487,0.8149717514124290,0.7968571428571430,0.938162933690284,0.8244869683600590,0.8062886579122260,all_diff
easy,20480,32,2,64,6528,0.889055472263868,0.8808510638297870,0.8644314868804660,0.8953525252244910,0.881728651594951,0.8615663918197130,beginner
hard,20480,32,2,64,6528,0.8548931383577050,0.7828139754485360,0.7943405760485090,0.8654515589909360,0.782357633448256,0.7948251431074690,intermediate
expert,20480,32,2,64,6528,0.8314210061782880,0.7966472303207000,0.7744159325928760,0.8360920398656350,0.7945496879666200,0.7740402872043820,advanced
expertplus,20480,32,2,64,6528,0.8674698795180720,0.7574257425742570,0.7953063885267280,0.886373361341269,0.7599503414028550,0.799792974949969,expert
all_diff,20480,32,2,64,6528,0.8516906595246070,0.8033898305084750,0.7989852260856590,0.863989703626902,0.8149477328753160,0.8082028061882410,all_diff
easy,20480,32,2,64,1280,0.891044776119403,0.873758865248227,0.8683636363636360,0.8937566150927690,0.8753515416868210,0.8673238202532270,beginner
hard,20480,32,2,64,1280,0.844097995545657,0.7865911237016050,0.7848470131131620,0.8521207764642330,0.7871599751183640,0.7867948126095210,intermediate
expert,20480,32,2,64,1280,0.8163097199341020,0.8068513119533530,0.7763207193705510,0.8228682177856760,0.8055514962213530,0.7738215520122990,advanced
expertplus,20480,32,2,64,1280,0.8338461538461540,0.7945544554455450,0.7965043695380770,0.8518820602748670,0.7978522656734950,0.7982321826280620,expert
all_diff,20480,32,2,64,1280,0.8366897419760860,0.8121468926553670,0.7944722140546900,0.8533885676703220,0.8206265973618330,0.8046834706952950,all_diff
easy,20480,32,2,64,4224,0.9112519809825670,0.8822695035460990,0.8607784431137730,0.9145212266646580,0.8833199935424430,0.8586555613791250,beginner
hard,20480,32,2,64,4224,0.9177718832891250,0.7884796978281400,0.7770374167093800,0.9214195437129060,0.7890773502844830,0.7781728819517660,intermediate
expert,20480,32,2,64,4224,0.8846153846153850,0.8236151603498540,0.7747685978745290,0.890905000792052,0.8216752207455840,0.7754201839800020,advanced
expertplus,20480,32,2,64,4224,0.8567164179104480,0.7821782178217820,0.7929736511919700,0.877489864269346,0.7833147113594040,0.7955738166551470,expert
all_diff,20480,32,2,64,4224,0.8948960302457470,0.8189265536723160,0.790516206482593,0.9044820467133390,0.826411372663812,0.7997105871862250,all_diff
easy,20480,32,2,64,64,0.9115755627009650,0.8624113475177310,0.8594319009468320,0.9169602045965170,0.8632650013471340,0.8573065317061030,beginner
hard,20480,32,2,64,64,0.9171052631578950,0.7752596789423980,0.7803379416282640,0.921686855781034,0.7755614589837260,0.7797171779963390,intermediate
expert,20480,32,2,64,64,0.8802747791952900,0.8090379008746360,0.7730337078651690,0.8860154011740000,0.8073167991519470,0.7719478630313430,advanced
expertplus,20480,32,2,64,64,0.8515151515151520,0.7920792079207920,0.7930607187112760,0.8699253895106430,0.7950589695841090,0.79459831732559,expert
all_diff,20480,32,2,64,64,0.8945996275605210,0.803954802259887,0.7894658087685170,0.9058273560792750,0.8116986326479680,0.7989339759280070,all_diff
easy,20480,32,2,64,384,0.9127659574468090,0.8851063829787230,0.8666666666666670,0.9151710072553590,0.88612010604327,0.8656354156802550,beginner
hard,20480,32,2,64,384,0.9080996884735200,0.7752596789423980,0.7934392619169660,0.9084306809509350,0.7755566024794410,0.7920268422874470,intermediate
expert,20480,32,2,64,384,0.8646188850967010,0.8214285714285710,0.7752808988764050,0.8643343686939060,0.8194062553440740,0.7732211772560360,advanced
expertplus,20480,32,2,64,384,0.85546875,0.8044554455445550,0.7909887359199000,0.8730935730935730,0.8067411545623840,0.7934958424950090,expert
all_diff,20480,32,2,64,384,0.886070315976858,0.8112994350282490,0.7970754998507910,0.8945483660996610,0.8159735907120590,0.8058011190983370,all_diff
easy,20480,32,2,64,128,0.889937106918239,0.8865248226950350,0.862663906142167,0.8931344512825410,0.8880633062702290,0.8617757034600760,beginner
hard,20480,32,2,64,128,0.8486916951080770,0.7790368271954670,0.7782672540381790,0.8601895208951800,0.7799959033583740,0.7789953282688950,intermediate
expert,20480,32,2,64,128,0.8309178743961350,0.8104956268221580,0.7787985865724380,0.8316468126331020,0.8087985620204480,0.7794410411822540,advanced
expertplus,20480,32,2,64,128,0.8338028169014090,0.7747524752475250,0.7923076923076920,0.8505854800936770,0.7783612662942270,0.7937695788374520,expert
all_diff,20480,32,2,64,128,0.841015625,0.8045197740113000,0.7916120576671040,0.8545598113129260,0.810755278676122,0.7993133302515500,all_diff
easy,20480,32,2,64,320,0.919407894736842,0.8765957446808510,0.8629737609329450,0.9234436529955130,0.8772397992787190,0.8611104336538640,beginner
hard,20480,32,2,64,320,0.8938053097345130,0.7752596789423980,0.7888040712468190,0.9008638601120410,0.7749428057672770,0.7871899752652000,intermediate
expert,20480,32,2,64,320,0.8475836431226770,0.8024781341107870,0.774712643678161,0.8577884715940320,0.8000702537717450,0.7738043977643200,advanced
expertplus,20480,32,2,64,320,0.8597560975609760,0.7772277227722770,0.7939317319848290,0.8730234029095510,0.7760148975791430,0.7954023738098340,expert
all_diff,20480,32,2,64,320,0.8718963655991360,0.8036723163841810,0.7965264261116930,0.890371100517645,0.8108667254356170,0.8043371402512530,all_diff
easy,20480,32,2,64,128,0.8820058997050150,0.8851063829787230,0.8647866955892990,0.885625025850036,0.8863521562400510,0.8625244742332950,beginner
hard,20480,32,2,64,128,0.8537142857142860,0.773371104815864,0.7863590772316950,0.8623262993971530,0.7737493069255720,0.7854493374521660,intermediate
expert,20480,32,2,64,128,0.8278084714548800,0.8017492711370260,0.7779871843196380,0.8347659010343510,0.7999078491265140,0.7772498560652650,advanced
expertplus,20480,32,2,64,128,0.843558282208589,0.7648514851485150,0.7902813299232740,0.8650656814449920,0.764332712600869,0.793709076559856,expert
all_diff,20480,32,2,64,128,0.84375,0.7932203389830510,0.7958006801715220,0.8588646853780000,0.8003228377519220,0.8050281863325130,all_diff
easy,20480,32,2,64,2048,0.9386666666666670,0.8765957446808510,0.8661302121433800,0.9460185037060740,0.8778451236448340,0.8646820495258960,beginner
hard,20480,32,2,64,2048,0.9516728624535320,0.7809254013220020,0.7858627858627860,0.9493447564053610,0.7819138987813860,0.7848967755511550,intermediate
expert,20480,32,2,64,2048,0.906030855539972,0.7966472303207000,0.775403074615673,0.903722127703938,0.795762821296536,0.7735060516333670,advanced
expertplus,20480,32,2,64,2048,0.8847926267281110,0.7821782178217820,0.7929736511919700,0.9025352112676060,0.7844568590937310,0.7947740743101140,expert
all_diff,20480,32,2,64,2048,0.9234943027672270,0.8019774011299440,0.7956387210844260,0.9311226343965290,0.8114239864569320,0.8048509590049180,all_diff
easy,20480,32,2,64,64,0.9007874015748030,0.8624113475177310,0.8680351906158360,0.9041461226959190,0.8637808913859850,0.866477320067421,beginner
hard,20480,32,2,64,64,0.8882521489971350,0.7695939565627950,0.7820448877805490,0.8931090169975780,0.7715932903920560,0.7808154709460750,intermediate
expert,20480,32,2,64,64,0.8839285714285710,0.8097667638483970,0.7781518892630000,0.8845451467892980,0.8092322791490480,0.7785330380950640,advanced
expertplus,20480,32,2,64,64,0.8606060606060610,0.7945544554455450,0.7949685534591200,0.8726395730706080,0.7955679702048420,0.7967255216693420,expert
all_diff,20480,32,2,64,64,0.8796992481203010,0.8011299435028250,0.7951169289601410,0.8852542995579990,0.8075225877017130,0.8038738289326830,all_diff
easy,20480,32,2,64,3328,0.9029275808936830,0.8723404255319150,0.8655834564254060,0.9057926760855100,0.8728612147302890,0.8644605678039230,beginner
hard,20480,32,2,64,3328,0.8988269794721410,0.7884796978281400,0.7838383838383840,0.8979216096812350,0.7902863574370240,0.7847609725755890,intermediate
expert,20480,32,2,64,3328,0.8805970149253730,0.8345481049562680,0.7796352583586630,0.8805897707341040,0.8333958995526820,0.7797635583502490,advanced
expertplus,20480,32,2,64,3328,0.8492307692307690,0.7797029702970300,0.7934093789607100,0.870654611718531,0.7805214152700190,0.7952409046214360,expert
all_diff,20480,32,2,64,3328,0.8844005156854320,0.8194915254237290,0.7947376289430410,0.889362062347065,0.8255886722643060,0.8048089294756030,all_diff
easy,20480,32,2,64,4288,0.9334470989761090,0.8893617021276600,0.8623452294246180,0.9353506384367570,0.8908029369083520,0.8601999968631460,beginner
hard,20480,32,2,64,4288,0.8858560794044670,0.7960339943342780,0.7734170591313450,0.8958000881585900,0.7973885675252180,0.7708277309930140,intermediate
expert,20480,32,2,64,4288,0.8682027649769590,0.8396501457725950,0.7705903145987980,0.8734712531062800,0.839287342527139,0.7718129630069690,advanced
expertplus,20480,32,2,64,4288,0.8787878787878790,0.806930693069307,0.8055207026348810,0.8962566844919790,0.8089633767846060,0.8089631088825220,expert
all_diff,20480,32,2,64,4288,0.8762006403415160,0.8299435028248590,0.7838137472283810,0.8932632910363130,0.8356388388394870,0.7927316413908600,all_diff
easy,20480,32,2,64,3584,0.8880248833592530,0.8780141843971630,0.8653576437587660,0.8940686535090410,0.8792255619601030,0.8650099587161970,beginner
hard,20480,32,2,64,3584,0.8704784130688450,0.7865911237016050,0.7802469135802470,0.8773779874020190,0.7856144978765700,0.7805838146250090,intermediate
expert,20480,32,2,64,3584,0.8434389140271490,0.8002915451895040,0.7867540029112080,0.8456250841935980,0.7980320842178560,0.787359465039973,advanced
expertplus,20480,32,2,64,3584,0.8632478632478630,0.7970297029702970,0.8080301129234630,0.867355853232382,0.8000744878957170,0.8108556197472290,expert
all_diff,20480,32,2,64,3584,0.8611683848797250,0.8056497175141240,0.7989067894131190,0.8720446549222300,0.8112310065107550,0.8082875956981130,all_diff
easy,20480,32,2,64,320,0.9111470113085620,0.8652482269503550,0.8609271523178810,0.9160995438794770,0.8654822392983470,0.8593697502956480,beginner
hard,20480,32,2,64,320,0.9081632653061220,0.7780925401322000,0.7845528455284550,0.91209764938364,0.7799423666174190,0.783198323357752,intermediate
expert,20480,32,2,64,320,0.8520220588235290,0.8170553935860060,0.7798520605847130,0.8580012418292410,0.8164364761566790,0.7806464345421610,advanced
expertplus,20480,32,2,64,320,0.8695652173913040,0.8044554455445550,0.795593635250918,0.8855481244547830,0.8078833022967100,0.798685695561947,expert
all_diff,20480,32,2,64,320,0.8783106657122410,0.807909604519774,0.7952627683197630,0.8926715623626780,0.8127484258837720,0.8027348321196820,all_diff
easy,20480,32,2,64,3712,0.887459807073955,0.8723404255319150,0.8617176128093160,0.8891445199929840,0.8734208418477590,0.8606452725481550,beginner
hard,20480,32,2,64,3712,0.8609501738122830,0.7743153918791310,0.7780599288979180,0.868541974701128,0.774207633067814,0.7785953871780190,intermediate
expert,20480,32,2,64,3712,0.8292201382033560,0.8163265306122450,0.7775686864885210,0.8377800512673960,0.8145625259512250,0.7771916657944770,advanced
expertplus,20480,32,2,64,3712,0.8372093023255810,0.7623762376237620,0.7816091954022990,0.8561827191433620,0.76268156424581,0.7832763369748910,expert
all_diff,20480,32,2,64,3712,0.8477039973571190,0.806497175141243,0.793180133432172,0.8621309383735440,0.814218088363058,0.8027692298921180,all_diff
easy,20480,32,2,64,5184,0.9102362204724410,0.8680851063829790,0.866232827187274,0.911687937495169,0.8690817501495660,0.8653040713150260,beginner
hard,20480,32,2,64,5184,0.9179566563467490,0.7790368271954670,0.7817047817047820,0.9145338295939330,0.778337564285827,0.7804761989284450,intermediate
expert,20480,32,2,64,5184,0.8586956521739130,0.8228862973760930,0.774910394265233,0.8564553383160270,0.8209014005044380,0.7771256166784240,advanced
expertplus,20480,32,2,64,5184,0.8514285714285710,0.7896039603960400,0.8015075376884420,0.8600361197110420,0.7911235257603970,0.8044181034482760,expert
all_diff,20480,32,2,64,5184,0.8811795316565480,0.8146892655367230,0.7958368976333050,0.8902278727507350,0.8202821061661590,0.8068803824032510,all_diff
easy,20480,32,2,64,5760,0.9404553415061300,0.8907801418439720,0.8630824372759860,0.9451591027737710,0.8916768745313830,0.8614562632616810,beginner
hard,20480,32,2,64,5760,0.948644793152639,0.8045325779036830,0.7877591312931890,0.9488503633535650,0.8042959906301580,0.7888195408247190,intermediate
expert,20480,32,2,64,5760,0.909221902017291,0.8440233236151600,0.778318276580959,0.9127171308808700,0.8423205472911920,0.7786188764948950,advanced
expertplus,20480,32,2,64,5760,0.8768472906403940,0.7871287128712870,0.792258064516129,0.8918335089567970,0.7883302296710120,0.7933789333405860,expert
all_diff,20480,32,2,64,5760,0.9212146081247440,0.8350282485875710,0.7989675939202750,0.9321116413747890,0.8424516386292200,0.8083550441917040,all_diff
easy,20480,32,2,64,4544,0.9302325581395350,0.8624113475177310,0.8621700879765400,0.9361054768234190,0.8634369312801670,0.860137372837334,beginner
hard,20480,32,2,64,4544,0.945750452079566,0.7818696883852690,0.7841762643965950,0.9431383221002460,0.7836881473233270,0.7864859073464710,intermediate
expert,20480,32,2,64,4544,0.9209809264305180,0.7879008746355690,0.7793180966654180,0.9166146117244040,0.7881892790653590,0.7787274452726780,advanced
expertplus,20480,32,2,64,4544,0.9068627450980390,0.7722772277227720,0.7943078913324710,0.9158120083640350,0.7784233395406580,0.796499040833105,expert
all_diff,20480,32,2,64,4544,0.9286474973375930,0.7946327683615820,0.7938953919099130,0.930944003850274,0.8025751570582960,0.8046514947820140,all_diff
easy,20480,32,2,64,192,0.9075235109717870,0.8794326241134750,0.8622486969471330,0.9102367601331830,0.880382880511903,0.8605271315526170,beginner
hard,20480,32,2,64,192,0.8811524609843940,0.7780925401322000,0.7854406130268200,0.8861590517859960,0.7799099964212090,0.7862637870644110,intermediate
expert,20480,32,2,64,192,0.8410886742756810,0.8134110787172010,0.7880819366852890,0.8486126480572280,0.8119080788554710,0.7895540786211490,advanced
expertplus,20480,32,2,64,192,0.847887323943662,0.801980198019802,0.8,0.8555713154769760,0.8045189323401610,0.8020819563780570,expert
all_diff,20480,32,2,64,192,0.856277347694379,0.8048022598870060,0.8023616236162360,0.8688778155642970,0.8121505742483570,0.8099676198420140,all_diff
easy,20480,32,2,64,2240,0.9076682316118940,0.8709219858156030,0.8630952380952380,0.9104123715065600,0.8719574353214370,0.8614370370947950,beginner
hard,20480,32,2,64,2240,0.8935532233883060,0.7818696883852690,0.7878787878787880,0.8942259861787480,0.7831327744056520,0.7871796666666010,intermediate
expert,20480,32,2,64,2240,0.8653444676409190,0.826530612244898,0.775,0.8662154236590620,0.8245994223759790,0.775295331303522,advanced
expertplus,20480,32,2,64,2240,0.8504672897196260,0.8044554455445550,0.7955665024630540,0.8679873772791020,0.8021725636250780,0.7966136270909830,expert
all_diff,20480,32,2,64,2240,0.8760050782903090,0.8149717514124290,0.7944038929440390,0.8854060394209380,0.8206950633375580,0.803683564065879,all_diff
easy,20480,32,2,64,1792,0.899009900990099,0.8921985815602840,0.8625180897250360,0.9037978129996930,0.8933180188684230,0.8610503289215510,beginner
hard,20480,32,2,64,1792,0.945054945054945,0.7752596789423980,0.7973590655154900,0.943230705633286,0.7761679811695010,0.7968272756956670,intermediate
expert,20480,32,2,64,1792,0.9032258064516130,0.8206997084548110,0.7753141167775310,0.8994904870890540,0.8184955065655820,0.7745245164682520,advanced
expertplus,20480,32,2,64,1792,0.8787878787878790,0.7673267326732670,0.7884362680683310,0.8891283524904210,0.765983860955928,0.7919229365012500,expert
all_diff,20480,32,2,64,1792,0.911886186324002,0.8152542372881360,0.7953882078225340,0.9138577113187870,0.8253682121233410,0.8046407434732720,all_diff
easy,20480,32,2,64,3008,0.9193548387096770,0.8822695035460990,0.8638018936635110,0.922333330984577,0.8830426647149220,0.8629597906234510,beginner
hard,20480,32,2,64,3008,0.891846921797005,0.7847025495750710,0.7785234899328860,0.88578762117186,0.784286009535179,0.7772047180259390,intermediate
expert,20480,32,2,64,3008,0.8791348600508910,0.825801749271137,0.7782272894446490,0.8760540689957680,0.8240225230082240,0.7777884574608760,advanced
expertplus,20480,32,2,64,3008,0.8679245283018870,0.7920792079207920,0.7865168539325840,0.8766374517010650,0.7933457479826200,0.7871625484342250,expert
all_diff,20480,32,2,64,3008,0.8841948310139170,0.8186440677966100,0.7950688905003630,0.8854213926359260,0.8267704024641460,0.8040223746332920,all_diff
easy,20480,32,2,64,576,0.9244372990353700,0.8609929078014190,0.8666164280331580,0.926592072304488,0.8609387617289740,0.8643256998660160,beginner
hard,20480,32,2,64,576,0.8981132075471700,0.7837582625118040,0.7932790224032590,0.9064606168612450,0.7847025571224110,0.7917670688010430,intermediate
expert,20480,32,2,64,576,0.836996336996337,0.8010204081632650,0.7799256505576210,0.8498810874571840,0.8001401731993620,0.7798449203211430,advanced
expertplus,20480,32,2,64,576,0.8612903225806450,0.7797029702970300,0.7944514501891550,0.8823620823620820,0.7810924891371820,0.7968100219553150,expert
all_diff,20480,32,2,64,576,0.8744740532959330,0.8014124293785310,0.7989889979185250,0.8931202292060680,0.8094009405558430,0.8086760382410040,all_diff
easy,20480,32,2,64,64,0.9089456869009580,0.8822695035460990,0.8549962434259960,0.91303523232271,0.8827357843267060,0.8524463890249790,beginner
hard,20480,32,2,64,64,0.8944099378881990,0.7809254013220020,0.7813953488372090,0.8998170426483240,0.7813664986004430,0.779623331079068,intermediate
expert,20480,32,2,64,64,0.8517495395948440,0.8024781341107870,0.7738542449286250,0.8597331966193310,0.8032003327302930,0.7727563937787970,advanced
expertplus,20480,32,2,64,64,0.8589341692789970,0.7920792079207920,0.7841634738186460,0.874795944668786,0.7904903786468030,0.7842261904761910,expert
all_diff,20480,32,2,64,64,0.8720311946118400,0.8070621468926550,0.7870795673433100,0.8849856430852870,0.8183466235692390,0.7967041210114730,all_diff
easy,20480,32,2,64,2496,0.9256900212314220,0.8723404255319150,0.8633633633633630,0.9307927038740020,0.8733268136987200,0.861695766109347,beginner
hard,20480,32,2,64,2496,0.9255813953488370,0.7837582625118040,0.7877529839128180,0.9264471960352110,0.7847224612583170,0.7870103839723230,intermediate
expert,20480,32,2,64,2496,0.8853006681514480,0.7966472303207000,0.7813844348846300,0.886248219981257,0.7934919531591360,0.7783580207734260,advanced
expertplus,20480,32,2,64,2496,0.8549382716049380,0.7846534653465350,0.7989886219974720,0.8712646034023370,0.7866790813159530,0.8027324898917440,expert
all_diff,20480,32,2,64,2496,0.8977719528178240,0.8031073446327680,0.7962056303549570,0.9108404128411480,0.8118171230451490,0.8048327846901290,all_diff
easy,20480,32,2,64,8320,0.885670731707317,0.8851063829787230,0.8639652677279310,0.8885094956089240,0.8858397031020640,0.8634079186011910,beginner
hard,20480,32,2,64,8320,0.8295819935691320,0.7884796978281400,0.7817307692307690,0.8399933872856740,0.789968481187371,0.7840047769622850,intermediate
expert,20480,32,2,64,8320,0.8257956448911220,0.8119533527696790,0.7841857091040990,0.8278832671049950,0.8101151648207700,0.785366563536016,advanced
expertplus,20480,32,2,64,8320,0.8416149068322980,0.7871287128712870,0.7979924717691340,0.8598214285714290,0.7889013035381750,0.8001021450459650,expert
all_diff,20480,32,2,64,8320,0.8398462524023060,0.8144067796610170,0.7985063909234530,0.8507175525848000,0.8247607300233820,0.8074792082477110,all_diff
easy,20480,32,2,64,64,0.905511811023622,0.873758865248227,0.8642335766423360,0.9080811043765660,0.8743417248830040,0.8627916367893860,beginner
hard,20480,32,2,64,64,0.8637413394919170,0.7979225684608120,0.7863163113534950,0.8753870662403560,0.7990020750509540,0.7868400825566680,intermediate
expert,20480,32,2,64,64,0.8223519599666390,0.8498542274052480,0.7838936091614330,0.828596393454081,0.8472689971011000,0.7852304301425930,advanced
expertplus,20480,32,2,64,64,0.8523076923076920,0.8366336633663370,0.7908163265306120,0.8717414618049830,0.8362011173184360,0.79308282339641,expert
all_diff,20480,32,2,64,64,0.8548760330578510,0.8336158192090400,0.7993014117304610,0.8707540176350000,0.8353849174534880,0.8080582349039880,all_diff
easy,20480,32,2,64,256,0.9161290322580640,0.8695035460992910,0.8581661891117480,0.9188482887273350,0.8703483891637520,0.8568282470538850,beginner
hard,20480,32,2,64,256,0.8532423208191130,0.7790368271954670,0.7828232971372160,0.8605319694462380,0.7795046428694840,0.7819501405787570,intermediate
expert,20480,32,2,64,256,0.8106834249803610,0.8214285714285710,0.781011781011781,0.8176800075051740,0.8208210136531760,0.7835184301522160,advanced
expertplus,20480,32,2,64,256,0.8650306748466260,0.7995049504950500,0.7965474722564740,0.8723169191919190,0.8034388578522660,0.7981278830110900,expert
all_diff,20480,32,2,64,256,0.8475016223231670,0.7991525423728810,0.7953577199941240,0.8640906342989100,0.8048465566587940,0.8032428418721430,all_diff
easy,20480,32,2,64,7360,0.9156050955414010,0.8907801418439720,0.8658892128279880,0.9170045266023110,0.8911643781627230,0.8646446394505790,beginner
hard,20480,32,2,64,7360,0.8946587537091990,0.7922568460812090,0.787434554973822,0.8959318068030540,0.7932505368483940,0.7855979355857370,intermediate
expert,20480,32,2,64,7360,0.856353591160221,0.827259475218659,0.7829512893982810,0.8588643302921250,0.8255394395213350,0.7837141913068820,advanced
expertplus,20480,32,2,64,7360,0.8448275862068970,0.7945544554455450,0.8,0.8653273809523810,0.7955679702048420,0.8028876079131820,expert
all_diff,20480,32,2,64,7360,0.8701022146507670,0.8257062146892660,0.7978359908883830,0.8785899034940120,0.8340837339291940,0.8068332630599330,all_diff
easy,20480,32,2,64,9984,0.9271758436944940,0.8794326241134750,0.863768115942029,0.9317546147461490,0.8805767593851440,0.8620574474956820,beginner
hard,20480,32,2,64,9984,0.9035326086956520,0.785646836638338,0.7893738140417460,0.9144359643710160,0.7863824855484450,0.7903945091484710,intermediate
expert,20480,32,2,64,9984,0.8718487394957980,0.7886297376093290,0.7825438269302500,0.8754069636238930,0.787678772628213,0.7823791134339690,advanced
expertplus,20480,32,2,64,9984,0.8925619834710740,0.7821782178217820,0.8050955414012740,0.903709254402398,0.7838857852265670,0.8083123359233800,expert
all_diff,20480,32,2,64,9984,0.8957079823505820,0.7951977401129940,0.7968818943962350,0.9069810605067300,0.8093562027051290,0.8065526949511950,all_diff
easy,20480,32,2,64,832,0.9247058823529410,0.873758865248227,0.8607975921745670,0.930489552403776,0.8753795889331570,0.8579706751596270,beginner
hard,20480,32,2,64,832,0.9399656946826760,0.7762039660056660,0.7813319349764030,0.9355691096562610,0.7771433492595640,0.780338261113727,intermediate
expert,20480,32,2,64,832,0.8959899749373430,0.7995626822157430,0.7818574514038880,0.8945485488985860,0.798921814305017,0.7822784448355480,advanced
expertplus,20480,32,2,64,832,0.8651315789473690,0.7648514851485150,0.789272030651341,0.8825883418906680,0.7694723774053380,0.7922008547008550,expert
all_diff,20480,32,2,64,832,0.9105571847507330,0.8008474576271190,0.7937997724687150,0.9178515247927360,0.8121802768430790,0.8021783611733240,all_diff
easy,20480,32,2,64,192,0.8953846153846150,0.8624113475177310,0.8590405904059040,0.8985856083708980,0.8636420058177990,0.8574893704747960,beginner
hard,20480,32,2,64,192,0.8297872340425530,0.7837582625118040,0.7803901950975490,0.8360603258567280,0.7838752878663850,0.7796039248747460,intermediate
expert,20480,32,2,64,192,0.8284272497897390,0.8177842565597670,0.7860294117647060,0.8335552153697370,0.8149486446253950,0.7846805832864250,advanced
expertplus,20480,32,2,64,192,0.848297213622291,0.7920792079207920,0.7888040712468190,0.8638629283489100,0.7973432650527620,0.7903336601241810,expert
all_diff,20480,32,2,64,192,0.8357594936708860,0.8016949152542370,0.7957428196530110,0.8442669443282270,0.8099723540663420,0.8041870770628500,all_diff
easy,20480,32,2,64,64,0.9243697478991600,0.8808510638297870,0.8655643421998560,0.9289587069328760,0.8817936219173390,0.8637563023281940,beginner
hard,20480,32,2,64,64,0.8707653701380180,0.7960339943342780,0.7881822734101150,0.8807571053738590,0.7970877588577000,0.7873776728557070,intermediate
expert,20480,32,2,64,64,0.8612167300380230,0.8345481049562680,0.7794117647058820,0.8736527357696350,0.8348446912918510,0.7783270634430120,advanced
expertplus,20480,32,2,64,64,0.8402777777777780,0.8341584158415840,0.7834793491864830,0.8584623458409870,0.8368342644320300,0.7843827671913840,expert
all_diff,20480,32,2,64,64,0.875366568914956,0.8271186440677970,0.7946402563355670,0.8921250843065580,0.8296254756516980,0.804052164722916,all_diff
easy,20480,32,2,64,1856,0.9187898089171970,0.8808510638297870,0.8687315634218290,0.9206894748351210,0.881403301641206,0.8677031745556080,beginner
hard,20480,32,2,64,1856,0.8976857490864800,0.7865911237016050,0.7878787878787880,0.9024077294719280,0.7871178212526250,0.7871243593559430,intermediate
expert,20480,32,2,64,1856,0.8487318840579710,0.7915451895043730,0.7775700934579440,0.8579531935057200,0.7897552380755300,0.7766214045151530,advanced
expertplus,20480,32,2,64,1856,0.8529411764705880,0.7648514851485150,0.7912932138284250,0.8645095817993010,0.7649037864680320,0.7946054480958440,expert
